sekunda,plama_px,plam,tlo_px,zapisana
579.8,0,0,92,0
580.0,0,0,0,0
580.2,0,0,0,0
580.5,0,0,0,0
580.8,0,0,274,0
581.0,0,0,0,0
581.2,0,0,0,0
581.5,0,0,0,0
581.8,0,0,214,0
582.0,0,0,0,0
582.2,0,0,0,0
582.5,0,0,0,0
582.8,0,0,93,0
583.0,0,0,0,0
583.2,0,0,0,0
583.5,0,0,0,0
583.8,0,0,418,0
584.0,0,0,0,0
584.2,0,0,0,0
584.5,0,0,0,0
584.8,0,0,246,0
585.0,0,0,0,0
585.2,0,0,0,0
585.5,0,0,0,0
585.8,0,0,210,0
586.0,0,0,0,0
586.2,0,0,0,0
586.5,0,0,0,0
586.8,0,0,134,0
587.0,0,0,0,0
587.2,0,0,0,0
587.5,0,0,0,0
587.8,0,0,244,0
588.0,0,0,0,0
588.2,0,0,0,0
588.5,0,0,0,0
588.8,0,0,249,0
589.0,0,0,0,0
589.2,0,0,0,0
589.5,0,0,0,0
589.8,0,0,94,0
590.0,0,0,0,0
590.2,0,0,0,0
590.5,0,0,0,0
590.8,0,0,274,0
591.0,0,0,0,0
591.2,0,0,0,0
591.5,0,0,0,0
591.8,0,0,218,0
592.0,0,0,0,0
592.2,0,0,0,0
592.5,0,0,0,0
592.8,0,0,91,0
593.0,0,0,0,0
593.2,0,0,0,0
593.5,0,0,0,0
593.8,0,0,382,0
594.0,0,0,0,0
594.2,0,0,0,0
594.5,0,0,0,0
594.8,0,0,250,0
595.0,0,0,0,0
595.2,0,0,0,0
595.5,0,0,0,0
595.8,0,0,203,0
596.0,0,0,8,0
596.2,0,0,0,0
596.5,0,0,0,0
596.8,0,0,134,0
597.0,0,0,0,0
597.2,0,0,0,0
597.5,0,0,0,0
597.8,0,0,201,0
598.0,0,0,54,0
598.2,0,0,0,0
598.5,0,0,0,0
598.8,0,0,128,0
599.0,0,0,115,0
599.2,0,0,0,0
599.5,0,0,0,0
599.8,0,0,44,0
600.0,0,0,51,0
